YEAR,B.C.,NIS,AIA,SIM,DUZ,ABU,ULU,UII,TAS,ARA,KIS,Y1,TEB,Y2,SHA,ADD,AII
1,311,4/3,5/2,5/31,6/30,7/29,8/28,,9/26,10/26,11/25,,12/24,310,1/23,2/22,3/23
49,263,4/12,5/11,6/10,7/10,8/8,9/7,,10/6,11/5,12/4,262,1/2,,2/1,3/2
50,262,4/1,4/30,5/30,6/29,7/29,8/27,,9/26,10/25,11/24,,12/23,261,1/21,2/20,3/20

51,261,4/18,5/18,6/17,7/17,8/15,9/14,,10/14,11/12,12/12,260,1/10,,2/8,3/10
52,260,4/8,5/7,6/6,7/6,8/4,9/3,,10/3,11/2,12/1,,12/30,259,1/29,2/27
53,259,3/29,4/27,5/26,6/25,7/25,8/23,,9/22,10/22,11/20,,12/20,258,1/18,2/17,3/18
54,258,4/17,5/16,6/14,7/14,8/12,9/11,,10/11,11/9,12/9,257,1/8,,2/6,3/7
55,257,4/5,5/5,6/3,7/3,8/1,8/30,,9/29,10/28,11/27,,12/27,256,1/25,2/24

56,256,3/26,4/24,5/24,6/22,7/22,8/20,9/19,10/18,11/16,12/16,255,1/14,,2/13,3/15
57,255,4/14,5/13,6/12,7/11,8/10,9/8,,10/7,11/6,12/5,254,1/4,,2/2,3/4
58,254,4/3,5/2,6/1,6/30,7/30,8/28,,9/27,10/26,11/25,,12/24,253,1/23,2/21,3/22
59,253,4/20,5/20,6/19,7/18,8/17,9/15,,10/15,11/13,12/13,252,1/11,,2/10,3/11
60,252,4/9,5/9,6/8,7/7,8/6,9/5,,10/4,11/3,12/3,251,1/1,,1/30,3/1

61,251,3/30,4/28,5/28,6/26,7/26,8/24,,9/23,10/23,11/22,,12/22,250,1/20,2/18,3/20
62,250,4/18,5/17,6/16,7/15,8/14,9/12,,10/12,11/11,12/11,249,1/10,,2/8,3/8
63,249,4/7,5/6,6/4,7/4,8/2,9/1,,9/30,10/30,11/29,,12/29,248,1/27,2/26
64,248,3/27,4/26,5/25,6/23,7/23,8/21,,9/20,10/19,11/18,,12/18,247,1/16,2/15,3/17
65,247,4/15,5/15,6/13,7/12,8/10,9/9,,10/9,11/8,12/7,246,1/5,,2/4,3/6

66,246,4/4,5/4,6/2,7/2,7/31,8/30,,9/29,10/28,11/26,,12/26,245,1/24,2/23,3/23
67,245,4/22,5/22,6/20,7/20,8/19,9/17,,10/17,11/15,12/14,244,1/13,,2/11,3/12
68,244,4/11,5/11,6/9,7/9,8/8,9/7,,10/6,11/5,12/4,243,1/2,,2/1,3/2
69,243,3/31,4/30,5/29,6/28,7/28,8/27,,9/26,10/25,11/24,,12/23,242,1/21,2/20,3/21
70,242,4/19,5/19,6/17,7/17,8/16,9/15,,10/14,11/13,12/12,241,1/11,,2/9,3/10

71,241,4/8,5/7,6/6,7/5,8/4,9/3,,10/2,11/1,12/1,,12/30,240,1/29,2/27
72,240,3/29,4/27,5/26,6/25,7/24,8/23,,9/21,10/21,11/19,,12/19,239,1/18,2/17,3/18
73,239,4/17,5/16,6/14,7/14,8/12,9/11,,10/10,11/9,12/8,238,1/7,,2/6,3/7
74,238,4/6,5/6,6/4,7/4,8/2,8/31,,9/30,10/29,11/27,,12/27,237,1/26,2/24
75,237,3/25,4/24,5/23,6/22,7/22,8/20,9/18,10/18,11/16,12/15,236,1/14,,2/13,3/14

76,236,4/13,5/13,6/11,7/11,8/9,9/8,,10/7,11/6,12/5,235,1/4,,2/2,3/3
77,235,4/2,5/2,5/31,6/30,7/30,8/28,,9/27,10/26,11/25,,12/24,234,1/23,2/21,3/22
78,234,4/21,5/20,6/19,7/18,8/17,9/16,,10/16,11/14,12/14,233,1/12,,2/11,3/11
79,233,4/9,5/9,6/7,7/7,8/5,9/4,,10/4,11/3,12/2,232,1/1,,1/30,3/1
80,232,3/30,4/28,5/28,6/26,7/25,8/24,,9/23,10/23,11/21,,12/21,231,1/20,2/18,3/20

81,231,4/18,5/17,6/16,7/15,8/13,9/12,,10/12,11/11,12/10,230,1/9,,2/8,3/9
82,230,4/8,5/7,6/5,7/5,8/3,9/1,,10/1,10/31,11/29,,12/29,229,1/28,2/26
83,229,3/27,4/25,5/25,6/23,7/23,8/21,,9/20,10/19,11/18,,12/17,228,1/16,2/14,3/16
84,228,4/15,5/14,6/13,7/12,8/11,9/9,,10/9,11/7,12/7,227,1/5,,2/3,3/5
85,227,4/4,5/3,6/2,7/1,7/31,8/30,,9/29,10/28,11/26,,12/26,226,1/24,2/22,3/24

86,226,4/22,5/22,6/21,7/20,8/19,9/18,,10/18,11/16,12/15,225,1/14,,2/12,3/12
87,225,4/11,5/10,6/9,7/8,8/7,9/6,,10/6,11/5,12/4,224,1/2,,2/1,3/2
88,224,3/31,4/30,5/29,6/28,7/27,8/26,,9/25,10/25,11/23,,12/23,223,1/21,2/20,3/21
89,223,4/19,5/19,6/17,7/17,8/15,9/14,,10/14,11/12,12/12,222,1/10,,2/9,3/11
90,222,4/9,5/8,6/7,7/6,8/5,9/3,,10/3,11/1,12/1,,12/30,221,1/29,2/28

91,221,3/28,4/27,5/26,6/25,7/24,8/23,,9/21,10/20,11/19,,12/19,220,1/17,2/16,3/18
92,220,4/16,5/16,6/14,7/14,8/12,9/11,,10/10,11/8,12/8,219,1/6,,2/5,3/7
93,219,4/5,5/5,6/4,7/3,8/2,8/31,,9/29,10/29,11/28,,12/27,218,1/25,2/24
94,218,3/25,4/24,5/24,6/23,7/22,8/21,9/19,10/19,11/17,12/16,217,1/15,,2/13,3/14
95,217,4/12,5/12,6/11,7/10,8/9,9/7,,10/7,11/6,12/5,216,1/4,,2/2,3/3

96,216,4/2,5/1,5/31,6/29,7/29,8/27,,9/26,10/26,11/25,,12/24,215,1/23,2/21,3/22
97,215,4/21,5/20,6/18,7/18,8/16,9/15,,10/15,11/14,12/14,214,1/12,,2/11,3/12
98,214,4/10,5/10,6/8,7/7,8/6,9/4,,10/4,11/3,12/3,213,1/2,,1/31,3/1
99,213,3/30,4/28,5/28,6/26,7/25,8/24,,9/22,10/22,11/21,,12/21,212,1/19,2/18,3/19
100,212,4/18,5/17,6/16,7/15,8/13,9/12,,10/11,11/10,12/10,211,1/8,,2/7,3/9

101,211,4/7,5/7,6/5,7/5,8/3,9/1,,10/1,10/31,11/29,,12/29,210,1/27,2/26
102,210,3/27,4/26,5/25,6/24,7/23,8/22,,9/21,10/20,11/19,,12/18,209,1/16,2/15,3/15
103,209,4/14,5/13,6/12,7/12,8/11,9/9,,10/9,11/7,12/6,208,1/5,,2/3,3/5
104,208,4/3,5/3,6/1,7/1,7/31,8/30,,9/28,10/28,11/26,,12/26,207,1/24,2/22,3/24
105,207,4/22,5/21,6/20,7/20,8/19,9/18,,10/17,11/16,12/15,206,1/14,,2/12,3/13

106,206,4/12,5/11,6/9,7/9,8/8,9/7,,10/6,11/5,12/5,205,1/3,,2/1,3/2
107,205,3/31,4/30,5/29,6/27,7/27,8/26,,9/24,10/24,11/23,,12/22,204,1/21,2/19,3/21
108,204,4/19,5/19,6/17,7/17,8/15,9/14,,10/13,11/12,12/11,203,1/10,,2/9,3/10
109,203,4/9,5/8,6/7,7/6,8/5,9/3,,10/3,11/1,11/30,,12/30,202,1/28,2/27
110,202,3/29,4/27,5/27,6/26,7/25,8/24,,9/22,10/21,11/20,,12/19,201,1/18,2/16,3/17

111,201,4/16,5/15,6/14,7/14,8/12,9/11,,10/10,11/8,12/8,200,1/6,,2/5,3/6
112,200,4/5,5/4,6/3,7/3,8/2,8/31,,9/30,10/29,11/27,,12/27,199,1/25,2/24
113,199,3/25,4/24,5/23,6/22,7/22,8/20,9/19,10/18,11/17,12/16,198,1/15,,2/13,3/15
114,198,4/13,5/12,6/11,7/11,8/9,9/8,,10/8,11/6,12/6,197,1/4,,2/3,3/3
115,197,4/2,5/1,5/30,6/29,7/28,8/27,,9/25,10/25,11/24,,12/24,196,1/23,2/21,3/22

116,196,4/21,5/20,6/18,7/18,8/16,9/15,,10/14,11/13,12/13,195,1/12,,2/10,3/12
117,195,4/10,5/10,6/8,7/7,8/6,9/4,,10/4,11/2,12/2,194,1/1,,1/31,3/1
118,194,3/31,4/29,5/29,6/27,7/26,8/25,,9/23,10/23,11/21,,12/21,193,1/20,2/18,3/19
119,193,4/17,5/17,6/15,7/15,8/13,9/12,,10/11,11/10,12/10,192,1/8,,2/6,3/8
120,192,4/6,5/6,6/5,7/4,8/3,9/1,,10/1,10/31,11/29,,12/28,191,1/27,2/25

121,191,3/27,4/25,5/25,6/23,7/23,8/22,,9/21,10/20,11/19,,12/18,190,1/16,2/15,3/16
122,190,4/14,5/14,6/12,7/12,8/11,9/10,,10/10,11/8,12/8,189,1/6,,2/4,3/5
123,189,4/3,5/2,6/1,6/30,7/30,8/29,,9/28,10/28,11/26,,12/26,188,1/24,2/22,3/24
124,188,4/22,5/21,6/20,7/19,8/18,9/17,,10/17,11/15,12/15,187,1/13,,2/12,3/13
125,187,4/12,5/11,6/9,7/9,8/7,9/6,,10/6,11/4,12/4,186,1/2,,2/1,3/3

126,186,4/1,5/1,5/30,6/28,7/28,8/26,,9/25,10/24,11/23,,12/22,185,1/21,2/20,3/20
127,185,4/19,5/19,6/17,7/17,8/15,9/13,,10/13,11/11,12/11,184,1/9,,2/8,3/10
128,184,4/8,5/8,6/7,7/6,8/5,9/3,,10/2,11/1,11/30,,12/29,183,1/28,2/27
129,183,3/28,4/27,5/27,6/25,7/25,8/24,,9/22,10/21,11/20,,12/19,182,1/17,2/16,3/17
130,182,4/16,5/16,6/14,7/14,8/13,9/11,,10/11,11/9,12/9,181,1/7,,2/6,3/6

131,181,4/4,5/4,6/2,7/2,8/1,8/31,,9/29,10/29,11/27,,12/27,180,1/25,2/24
132,180,3/25,4/24,5/23,6/21,7/21,8/19,9/18,10/18,11/17,12/16,179,1/15,,2/13,3/15
133,179,4/13,5/12,6/11,7/10,8/9,9/7,,10/7,11/6,12/5,178,1/4,,2/3,3/4
134,178,4/3,5/2,5/31,6/30,7/29,8/27,,9/26,10/26,11/24,,12/24,177,1/23,2/22,3/22
135,177,4/21,5/20,6/18,7/18,8/16,9/14,,10/14,11/13,12/12,176,1/11,,2/10,3/11

136,176,4/10,5/10,6/8,7/7,8/6,9/4,,10/3,11/2,12/2,,12/31,175,1/30,2/28
137,175,3/30,4/29,5/28,6/27,7/26,8/25,,9/23,10/23,11/21,,12/21,174,1/19,2/18,3/19
138,174,4/18,5/18,6/16,7/16,8/14,9/13,,10/12,11/11,12/10,173,1/9,,2/7,3/7
139,173,4/6,5/5,6/4,7/4,8/2,9/1,,10/1,10/31,11/29,,12/28,172,1/27,2/25
140,172,3/26,4/25,5/24,6/23,7/22,8/21,,9/20,10/20,11/19,,12/18,171,1/16,2/15,3/16

141,171,4/14,5/14,6/12,7/12,8/10,9/9,,10/9,11/8,12/7,170,1/6,,2/4,3/6
142,170,4/4,5/3,6/2,7/1,7/31,8/29,,9/28,10/28,11/27,,12/26,169,1/25,2/23,3/24
143,169,4/22,5/21,6/20,7/19,8/18,9/17,,10/16,11/15,12/14,168,1/13,,2/11,3/13
144,168,4/11,5/11,6/9,7/9,8/7,9/6,,10/5,11/4,12/3,167,1/2,,2/1,3/2
145,167,4/1,4/30,5/30,6/28,7/28,8/26,,9/25,10/24,11/22,,12/22,166,1/20,2/19,3/21

146,166,4/20,5/19,6/18,7/17,8/16,9/14,,10/14,11/12,12/11,165,1/10,,2/8,3/9
147,165,4/8,5/7,6/6,7/6,8/4,9/3,,10/2,10/31,11/30,,12/29,164,1/28,2/26
148,164,3/28,4/26,5/26,6/25,7/25,8/23,,9/22,10/21,11/20,,12/19,163,1/17,2/16,3/17
149,163,4/16,5/15,6/14,7/13,8/12,9/11,,10/10,11/9,12/9,162,1/7,,2/6,3/7
150,162,4/5,5/5,6/3,7/3,8/1,8/31,,9/29,10/29,11/28,,12/28,161,1/26,2/25

151,161,3/25,4/23,5/23,6/21,7/20,8/19,9/18,10/17,11/16,12/16,160,1/15,,2/13,3/15
152,160,4/13,5/12,6/11,7/10,8/8,9/7,,10/6,11/5,12/5,159,1/4,,2/2,3/4
153,159,4/3,5/2,5/31,6/30,7/29,8/27,,9/26,10/25,11/24,,12/24,158,1/22,2/21,3/23
154,158,4/21,5/21,6/19,7/19,8/17,9/15,,10/15,11/13,12/13,157,1/12,,2/10,3/11
155,157,4/9,5/9,6/8,7/7,8/5,9/4,,10/4,11/2,12/2,,12/31,156,1/29,2/28

156,156,3/29,4/28,5/28,6/26,7/26,8/24,,9/23,10/23,11/21,,12/21,155,1/19,2/17,3/19
157,155,4/17,5/17,6/15,7/15,8/14,9/13,,10/12,11/11,12/10,154,1/9,,2/7,3/8
158,154,4/7,5/6,6/4,7/4,8/3,9/2,,10/2,10/31,11/30,,12/29,153,1/28,2/26
159,153,3/26,4/25,5/24,6/22,7/22,8/21,,9/20,10/19,11/18,,12/18,152,1/16,2/15,3/16
160,152,4/14,5/14,6/12,7/11,8/10,9/9,,10/9,11/7,12/7,151,1/5,,2/4,3/5

161,151,4/4,5/3,6/2,7/1,7/31,8/29,,9/28,10/27,11/26,,12/25,150,1/24,2/23,3/24
162,150,4/23,5/22,6/21,7/20,8/19,9/17,,10/17,11/15,12/14,149,1/13,,2/12,3/12
163,149,4/11,5/11,6/9,7/9,8/7,9/6,,10/5,11/4,12/3,148,1/1,,1/31,3/1
164,148,3/31,4/29,5/29,6/28,7/28,8/26,,9/25,10/24,11/22,,12/22,147,1/20,2/19,3/20
165,147,4/19,5/19,6/17,7/17,8/16,9/14,,10/14,11/12,12/11,146,1/10,,2/8,3/10

166,146,4/8,5/8,6/6,7/6,8/5,9/4,,10/3,11/2,12/1,,12/30,145,1/29,2/27
167,145,3/28,4/26,5/25,6/24,7/24,8/23,,9/21,10/21,11/19,,12/19,144,1/17,2/16,3/17
168,144,4/16,5/15,6/13,7/13,8/12,9/10,,10/10,11/8,12/8,143,1/7,,2/6,3/7
169,143,4/5,5/5,6/3,7/2,8/1,8/30,,9/29,10/28,11/27,,12/27,142,1/26,2/24
170,142,3/26,4/24,5/24,6/22,7/21,8/20,9/18,10/18,11/16,12/16,141,1/15,,2/14,3/14

171,141,4/13,5/12,6/11,7/10,8/8,9/7,,10/6,11/5,12/4,140,1/3,,2/2,3/3
172,140,4/2,5/2,5/31,6/30,7/29,8/27,,9/26,10/25,11/24,,12/23,139,1/22,2/20,3/22
173,139,4/21,5/20,6/19,7/18,8/17,9/15,,10/15,11/13,12/13,138,1/11,,2/10,3/11
174,138,4/10,5/9,6/8,7/8,8/6,9/5,,10/5,11/3,12/3,137,1/1,,1/30,2/29
175,137,3/29,4/27,5/27,6/26,7/25,8/24,,9/23,10/23,11/21,,12/20,136,1/19,2/17,3/19

176,136,4/17,5/16,6/15,7/14,8/13,9/12,,10/12,11/11,12/10,135,1/9,,2/7,3/8
177,135,4/7,5/6,6/4,7/4,8/2,9/1,,10/1,10/31,11/30,,12/29,134,1/27,2/26
178,134,3/27,4/25,5/25,6/23,7/23,8/21,,9/20,10/20,11/19,,12/18,133,1/17,2/15,3/16
179,133,4/14,5/14,6/12,7/11,8/10,9/8,,10/8,11/7,12/6,132,1/5,,2/3,3/5
180,132,4/4,5/3,6/2,7/1,7/31,8/29,,9/28,10/27,11/25,,12/25,131,1/23,2/22,3/24

181,131,4/22,5/22,6/21,7/20,8/19,9/17,,10/17,11/15,12/14,130,1/13,,2/11,3/13
182,130,4/11,5/11,6/10,7/10,8/8,9/7,,10/6,11/5,12/4,129,1/2,,1/31,3/1
183,129,3/31,4/29,5/29,6/28,7/27,8/26,,9/25,10/24,11/22,,12/22,128,1/20,2/18,3/20
184,128,4/18,5/18,6/17,7/16,8/15,9/14,,10/13,11/12,12/11,127,1/10,,2/8,3/10
185,127,4/8,5/7,6/6,7/5,8/4,9/3,,10/3,11/1,12/1,,12/30,126,1/29,2/27

186,126,3/29,4/27,5/26,6/25,7/24,8/23,,9/21,10/21,11/20,,12/20,125,1/18,2/17,3/17
187,125,4/16,5/15,6/13,7/13,8/11,9/10,,10/9,11/8,12/8,124,1/6,,2/5,3/7
188,124,4/5,5/5,6/3,7/2,8/1,8/30,,9/28,10/28,11/27,,12/26,123,1/25,2/24
189,123,3/26,4/24,5/24,6/22,7/21,8/20,9/18,10/17,11/16,12/16,122,1/14,,2/13,3/15
190,122,4/13,5/13,6/11,7/11,8/9,9/8,,10/7,11/6,12/5,121,1/4,,2/2,3/3

191,121,4/1,5/1,5/31,6/29,7/29,8/27,,9/26,10/25,11/24,,12/23,120,1/22,2/20,3/21
192,120,4/20,5/20,6/18,7/18,8/16,9/15,,10/15,11/13,12/13,119,1/11,,2/10,3/11
193,119,4/9,5/9,6/7,7/7,8/5,9/4,,10/4,11/3,12/3,118,1/1,,1/30,3/1
194,118,3/30,4/28,5/28,6/26,7/26,8/24,,9/23,10/23,11/22,,12/22,117,1/20,2/18,3/19
195,117,4/17,5/16,6/14,7/14,8/12,9/11,,10/11,11/10,12/10,116,1/8,,2/7,3/8

196,116,4/7,5/6,6/4,7/3,8/2,9/1,,9/30,10/30,11/29,,12/28,115,1/27,2/26
197,115,3/27,4/26,5/25,6/23,7/23,8/21,,9/20,10/19,11/18,,12/17,114,1/16,2/15,3/16
198,114,4/15,5/14,6/13,7/12,8/11,9/9,,10/9,11/7,12/7,113,1/5,,2/4,3/4
199,113,4/3,5/2,6/1,7/1,7/30,8/29,,9/28,10/27,11/25,,12/24,112,1/23,2/21,3/23
200,112,4/22,5/21,6/20,7/20,8/19,9/17,,10/17,11/15,12/14,111,1/12,,2/11,3/12

201,111,4/11,5/10,6/9,7/9,8/8,9/7,,10/6,11/5,12/4,110,1/2,,2/1,3/2
202,110,3/31,4/30,5/29,6/28,7/28,8/27,,9/25,10/25,11/23,,12/23,109,1/21,2/19,3/20
203,109,4/18,5/18,6/16,7/16,8/15,9/13,,10/13,11/11,12/11,108,1/10,,2/8,3/10
204,108,4/8,5/7,6/6,7/5,8/4,9/2,,10/2,10/31,11/30,,12/30,107,1/29,2/27
205,107,3/29,4/27,5/26,6/25,7/24,8/23,,9/21,10/20,11/19,,12/19,106,1/18,2/16,3/18

206,106,4/17,5/16,6/14,7/14,8/12,9/10,,10/10,11/8,12/8,105,1/7,,2/5,3/6
207,105,4/5,5/4,6/3,7/2,8/1,8/30,,9/28,10/28,11/26,,12/26,104,1/24,2/23
208,104,3/25,4/24,5/23,6/22,7/21,8/20,9/18,10/17,11/16,12/15,103,1/14,,2/12,3/14
209,103,4/13,5/12,6/11,7/10,8/9,9/8,,10/7,11/6,12/5,102,1/4,,2/2,3/3
210,102,4/2,5/1,5/31,6/29,7/29,8/28,,9/27,10/26,11/25,,12/24,101,1/23,2/21,3/21

211,101,4/20,5/19,6/18,7/17,8/16,9/15,,10/15,11/13,12/13,100,1/11,,2/10,3/11
212,100,4/9,5/9,6/7,7/6,8/5,9/4,,10/4,11/3,12/2,99,1/1,,1/30,3/1
213,99,3/30,4/28,5/27,6/26,7/25,8/24,,9/23,10/23,11/21,,12/21,98,1/20,2/18,3/20
214,98,4/18,5/17,6/15,7/15,8/14,9/12,,10/12,11/10,12/10,97,1/9,,2/7,3/8
215,97,4/6,5/6,6/4,7/3,8/2,8/31,,9/30,10/30,11/28,,12/28,96,1/26,2/25

216,96,3/27,4/25,5/25,6/23,7/23,8/21,,9/20,10/19,11/18,,12/17,95,1/15,2/14,3/16
217,95,4/14,5/14,6/13,7/12,8/11,9/9,,10/9,11/7,12/6,94,1/5,,2/3,3/5
218,94,4/3,5/3,6/2,7/1,7/31,8/30,,9/29,10/28,11/26,,12/25,93,1/24,2/22,3/23
219,93,4/21,5/21,6/19,7/19,8/18,9/17,,10/16,11/15,12/14,92,1/12,,2/11,3/12
220,92,4/11,5/10,6/9,7/8,8/7,9/6,,10/6,11/4,12/4,91,1/2,,1/31,3/2

221,91,3/31,4/30,5/29,6/28,7/27,8/26,,9/25,10/24,11/23,,12/22,90,1/21,2/19,3/21
222,90,4/19,5/19,6/17,7/16,8/15,9/14,,10/13,11/12,12/11,89,1/10,,2/9,3/9
223,89,4/8,5/7,6/6,7/5,8/3,9/2,,10/1,10/31,11/29,,12/29,88,1/28,2/27
224,88,3/28,4/27,5/26,6/25,7/24,8/22,,9/21,10/20,11/19,,12/18,87,1/17,2/16,3/17
225,87,4/16,5/16,6/14,7/14,8/12,9/10,,10/10,11/8,12/8,86,1/6,,2/5,3/7

226,86,4/5,5/5,6/4,7/3,8/2,8/31,,9/29,10/29,11/27,,12/27,85,1/25,2/24
227,85,3/24,4/23,5/23,6/21,7/21,8/19,9/18,10/17,11/16,12/15,84,1/14,,2/12,3/14
228,84,4/12,5/12,6/10,7/10,8/9,9/7,,10/7,11/6,12/5,83,1/4,,2/2,3/3
229,83,4/2,5/1,5/30,6/29,7/28,8/27,,9/26,10/26,11/25,,12/24,82,1/23,2/21,3/22
230,82,4/21,5/20,6/18,7/18,8/16,9/15,,10/15,11/14,12/14,81,1/12,,2/11,3/11

231,81,4/9,5/9,6/7,7/6,8/5,9/3,,10/3,11/2,12/2,,12/31,80,1/30,2/28
232,80,3/30,4/28,5/27,6/26,7/25,8/24,,9/22,10/22,11/21,,12/20,79,1/19,2/18,3/19
233,79,4/18,5/17,6/15,7/15,8/13,9/12,,10/12,11/10,12/10,78,1/8,,2/7,3/8
234,78,4/7,5/6,6/5,7/4,8/3,9/2,,10/1,10/31,11/29,,12/28,77,1/27,2/25
235,77,3/26,4/25,5/24,6/23,7/22,8/21,,9/20,10/19,11/18,,12/17,76,1/15,2/14,3/15

236,76,4/14,5/13,6/12,7/12,8/11,9/9,,10/9,11/7,12/6,75,1/5,,2/3,3/4
237,75,4/3,5/2,6/1,7/1,7/31,8/29,,9/28,10/28,11/26,,12/25,74,1/24,2/22,3/23
238,74,4/22,5/21,6/20,7/20,8/18,9/17,,10/17,11/15,12/15,73,1/13,,2/12,3/12
239,73,4/11,5/10,6/8,7/8,8/7,9/5,,10/5,11/4,12/3,72,1/2,,1/31,3/2
